t_home,t_away,t_win,t_loss,gameUID,date
SAC,LAC,LAC,SAC,52f29f95ddbd75540aba6db4,1985-10-25
CLE,BOS,BOS,CLE,52f29f96ddbd75540aba6db7,1985-10-26
IND,NJN,IND,NJN,52f29f98ddbd75540aba6dba,1985-10-26
NYK,PHI,PHI,NYK,52f29f99ddbd75540aba6dbd,1985-10-26
ATL,NYK,ATL,NYK,52f29f9bddbd75540aba6dc0,1985-10-29
DAL,LAL,LAL,DAL,52f29f9cddbd75540aba6dc2,1985-10-29
DET,NJN,DET,NJN,52f29f9cddbd75540aba6dc3,1985-10-29
GSW,CHI,CHI,GSW,52f29f9dddbd75540aba6dc4,1985-10-29
HOU,SEA,HOU,SEA,52f29f9dddbd75540aba6dc5,1985-10-29
LAC,POR,LAC,POR,52f29f9eddbd75540aba6dc6,1985-10-29
MIL,PHI,MIL,PHI,52f29f9eddbd75540aba6dc7,1985-10-29
PHO,DEN,DEN,PHO,52f29f9fddbd75540aba6dc8,1985-10-29
SAS,UTA,SAS,UTA,52f29f9fddbd75540aba6dc9,1985-10-29
BOS,MIL,BOS,MIL,52f29fa0ddbd75540aba6dca,1985-10-30
NJN,IND,NJN,IND,52f29fa0ddbd75540aba6dcb,1985-10-30
PHI,DET,PHI,DET,52f29fa1ddbd75540aba6dcc,1985-10-30
UTA,SAS,UTA,SAS,52f29fa1ddbd75540aba6dcd,1985-10-30
DEN,SEA,DEN,SEA,52f29fa2ddbd75540aba6dce,1985-10-31
DAL,SAC,DAL,SAC,52f29fa7ddbd75540aba6dda,1985-11-02
GSW,LAL,LAL,GSW,52f29fa7ddbd75540aba6ddb,1985-11-02
HOU,SAS,HOU,SAS,52f29fa8ddbd75540aba6ddc,1985-11-02
IND,DET,DET,IND,52f29fa8ddbd75540aba6ddd,1985-11-02
LAC,NYK,LAC,NYK,52f29fa9ddbd75540aba6dde,1985-11-02
LAC,ATL,ATL,LAC,52f29fb9ddbd75540aba6e01,1985-11-09
CHI,MIL,MIL,CHI,52f29fbeddbd75540aba6e0a,1985-11-12
GSW,LAC,GSW,LAC,52f29fbeddbd75540aba6e0c,1985-11-12
HOU,DEN,HOU,DEN,52f29fbfddbd75540aba6e0d,1985-11-12
LAL,UTA,LAL,UTA,52f29fbfddbd75540aba6e0e,1985-11-12
NYK,PHO,NYK,PHO,52f29fc0ddbd75540aba6e0f,1985-11-12
POR,SAC,POR,SAC,52f29fc0ddbd75540aba6e10,1985-11-12
SEA,DAL,SEA,DAL,52f29fc1ddbd75540aba6e11,1985-11-12
ATL,PHO,ATL,PHO,52f29fc1ddbd75540aba6e12,1985-11-13
BOS,IND,BOS,IND,52f29fc2ddbd75540aba6e13,1985-11-13
LAC,SEA,SEA,LAC,52f29fc2ddbd75540aba6e14,1985-11-13
MIL,DET,MIL,DET,52f29fc3ddbd75540aba6e15,1985-11-13
PHI,CHI,PHI,CHI,52f29fc3ddbd75540aba6e16,1985-11-13
UTA,DAL,DAL,UTA,52f29fc4ddbd75540aba6e17,1985-11-13
DEN,SAS,DEN,SAS,52f29fc4ddbd75540aba6e18,1985-11-14
HOU,NJN,HOU,NJN,52f29fc4ddbd75540aba6e19,1985-11-14
IND,CLE,CLE,IND,52f29fc5ddbd75540aba6e1a,1985-11-14
LAL,POR,LAL,POR,52f29fc5ddbd75540aba6e1b,1985-11-14
SAC,GSW,SAC,GSW,52f29fc6ddbd75540aba6e1c,1985-11-14
ATL,DET,ATL,DET,52f29fc6ddbd75540aba6e1d,1985-11-15
BOS,WSB,BOS,WSB,52f29fc7ddbd75540aba6e1e,1985-11-15
DAL,NJN,DAL,NJN,52f29fc7ddbd75540aba6e1f,1985-11-15
LAC,LAL,LAL,LAC,52f29fc8ddbd75540aba6e20,1985-11-15
MIL,CHI,MIL,CHI,52f29fc8ddbd75540aba6e21,1985-11-15
PHO,SEA,PHO,SEA,52f29fc9ddbd75540aba6e22,1985-11-15
UTA,POR,UTA,POR,52f29fc9ddbd75540aba6e23,1985-11-15
CHI,CLE,CLE,CHI,52f29fcaddbd75540aba6e24,1985-11-16
DEN,LAC,DEN,LAC,52f29fcaddbd75540aba6e25,1985-11-16
GSW,PHO,GSW,PHO,52f29fcbddbd75540aba6e26,1985-11-16
HOU,DAL,HOU,DAL,52f29fcbddbd75540aba6e27,1985-11-16
IND,BOS,IND,BOS,52f29fccddbd75540aba6e28,1985-11-16
NYK,ATL,NYK,ATL,52f29fccddbd75540aba6e29,1985-11-16
SAC,UTA,UTA,SAC,52f29fccddbd75540aba6e2a,1985-11-16
SAS,SEA,SAS,SEA,52f29fcdddbd75540aba6e2b,1985-11-16
WSB,PHI,WSB,PHI,52f29fcdddbd75540aba6e2c,1985-11-16
LAL,NJN,LAL,NJN,52f29fceddbd75540aba6e2d,1985-11-17
POR,MIL,MIL,POR,52f29fceddbd75540aba6e2e,1985-11-17
CHI,IND,CHI,IND,52f29fcfddbd75540aba6e2f,1985-11-19
DAL,PHO,DAL,PHO,52f29fd0ddbd75540aba6e31,1985-11-19
DEN,HOU,DEN,HOU,52f29fd0ddbd75540aba6e32,1985-11-19
NYK,WSB,NYK,WSB,52f29fd1ddbd75540aba6e33,1985-11-19
POR,NJN,NJN,POR,52f29fd1ddbd75540aba6e34,1985-11-19
SAS,SAC,SAC,SAS,52f29fd2ddbd75540aba6e35,1985-11-19
ATL,CHI,ATL,CHI,52f29fd2ddbd75540aba6e36,1985-11-20
BOS,UTA,BOS,UTA,52f29fd3ddbd75540aba6e37,1985-11-20
DET,NYK,DET,NYK,52f29fd3ddbd75540aba6e38,1985-11-20
HOU,IND,HOU,IND,52f29fd4ddbd75540aba6e39,1985-11-20
LAL,LAC,LAL,LAC,52f29fd4ddbd75540aba6e3a,1985-11-20
PHI,GSW,PHI,GSW,52f29fd5ddbd75540aba6e3b,1985-11-20
PHO,SAS,PHO,SAS,52f29fd5ddbd75540aba6e3c,1985-11-20
SEA,MIL,MIL,SEA,52f29fd6ddbd75540aba6e3d,1985-11-20
WSB,CLE,WSB,CLE,52f29fd6ddbd75540aba6e3e,1985-11-20
DEN,LAL,DEN,LAL,52f29fd7ddbd75540aba6e3f,1985-11-21
LAC,POR,POR,LAC,52f29fd7ddbd75540aba6e40,1985-11-21
SAC,MIL,MIL,SAC,52f29fd8ddbd75540aba6e41,1985-11-21
BOS,PHI,BOS,PHI,52f29fd8ddbd75540aba6e42,1985-11-22
CLE,UTA,UTA,CLE,52f29fd9ddbd75540aba6e43,1985-11-22
DET,GSW,DET,GSW,52f29fd9ddbd75540aba6e44,1985-11-22
PHO,NJN,NJN,PHO,52f29fdaddbd75540aba6e45,1985-11-22
SAS,IND,SAS,IND,52f29fdaddbd75540aba6e46,1985-11-22
SEA,HOU,SEA,HOU,52f29fdbddbd75540aba6e47,1985-11-22
WSB,NYK,WSB,NYK,52f29fdbddbd75540aba6e48,1985-11-22
ATL,UTA,UTA,ATL,52f29fdcddbd75540aba6e49,1985-11-23
CHI,GSW,CHI,GSW,52f29fdcddbd75540aba6e4a,1985-11-23
DAL,IND,DAL,IND,52f29fdcddbd75540aba6e4b,1985-11-23
DEN,SAC,DEN,SAC,52f29fddddbd75540aba6e4c,1985-11-23
LAC,MIL,LAC,MIL,52f29fddddbd75540aba6e4d,1985-11-23
NYK,BOS,BOS,NYK,52f29fdeddbd75540aba6e4e,1985-11-23
PHI,DET,DET,PHI,52f29fdeddbd75540aba6e4f,1985-11-23
POR,LAL,LAL,POR,52f29fdfddbd75540aba6e50,1985-11-23
CLE,ATL,CLE,ATL,52f29fdfddbd75540aba6e51,1985-11-24
LAL,SAS,LAL,SAS,52f29fe0ddbd75540aba6e52,1985-11-24
CHI,CLE,CHI,CLE,52f29f92ddbd75540aba6daf,1985-10-25
DET,MIL,DET,MIL,52f29f93ddbd75540aba6db0,1985-10-25
GSW,DEN,DEN,GSW,52f29f93ddbd75540aba6db1,1985-10-25
NJN,BOS,NJN,BOS,52f29f94ddbd75540aba6db2,1985-10-25
POR,PHO,POR,PHO,52f29f94ddbd75540aba6db3,1985-10-25
UTA,HOU,HOU,UTA,52f29f95ddbd75540aba6db5,1985-10-25
CHI,DET,CHI,DET,52f29f96ddbd75540aba6db6,1985-10-26
DAL,SEA,DAL,SEA,52f29f97ddbd75540aba6db8,1985-10-26
DEN,SAC,DEN,SAC,52f29f97ddbd75540aba6db9,1985-10-26
LAC,HOU,LAC,HOU,52f29f98ddbd75540aba6dbb,1985-10-26
MIL,ATL,MIL,ATL,52f29f99ddbd75540aba6dbc,1985-10-26
SAS,LAL,LAL,SAS,52f29f9addbd75540aba6dbe,1985-10-26
POR,GSW,POR,GSW,52f29f9addbd75540aba6dbf,1985-10-27
CLE,WSB,WSB,CLE,52f29f9bddbd75540aba6dc1,1985-10-29
GSW,NYK,GSW,NYK,52f29fa2ddbd75540aba6dcf,1985-10-31
LAC,CHI,LAC,CHI,52f29fa2ddbd75540aba6dd0,1985-10-31
PHO,LAL,LAL,PHO,52f29fa3ddbd75540aba6dd1,1985-10-31
SAC,HOU,SAC,HOU,52f29fa3ddbd75540aba6dd2,1985-10-31
WSB,CLE,CLE,WSB,52f29fa4ddbd75540aba6dd3,1985-10-31
BOS,ATL,BOS,ATL,52f29fa4ddbd75540aba6dd4,1985-11-01
DET,IND,DET,IND,52f29fa5ddbd75540aba6dd5,1985-11-01
NJN,PHI,NJN,PHI,52f29fa5ddbd75540aba6dd6,1985-11-01
SAS,DAL,SAS,DAL,52f29fa6ddbd75540aba6dd7,1985-11-01
UTA,PHO,UTA,PHO,52f29fa6ddbd75540aba6dd8,1985-11-01
ATL,PHI,ATL,PHI,52f29fa7ddbd75540aba6dd9,1985-11-02
MIL,NJN,MIL,NJN,52f29fa9ddbd75540aba6ddf,1985-11-02
POR,UTA,POR,UTA,52f29faaddbd75540aba6de0,1985-11-02
SEA,CHI,SEA,CHI,52f29faaddbd75540aba6de1,1985-11-02
WSB,BOS,BOS,WSB,52f29fabddbd75540aba6de2,1985-11-02
CLE,MIL,MIL,CLE,52f29fabddbd75540aba6de3,1985-11-03
POR,NYK,POR,NYK,52f29facddbd75540aba6de4,1985-11-03
DEN,ATL,DEN,ATL,52f29facddbd75540aba6de5,1985-11-05
HOU,POR,HOU,POR,52f29fadddbd75540aba6de6,1985-11-05
LAL,CLE,CLE,LAL,52f29fadddbd75540aba6de7,1985-11-05
MIL,SAS,MIL,SAS,52f29faeddbd75540aba6de8,1985-11-05
NJN,WSB,NJN,WSB,52f29faeddbd75540aba6de9,1985-11-05
SEA,NYK,SEA,NYK,52f29fafddbd75540aba6dea,1985-11-05
UTA,GSW,UTA,GSW,52f29fafddbd75540aba6deb,1985-11-05
DAL,POR,POR,DAL,52f29fb0ddbd75540aba6dec,1985-11-06
DET,CHI,DET,CHI,52f29fb0ddbd75540aba6ded,1985-11-06
GSW,SEA,GSW,SEA,52f29fb0ddbd75540aba6dee,1985-11-06
PHI,IND,PHI,IND,52f29fb1ddbd75540aba6def,1985-11-06
PHO,ATL,ATL,PHO,52f29fb1ddbd75540aba6df0,1985-11-06
WSB,SAS,SAS,WSB,52f29fb2ddbd75540aba6df1,1985-11-06
DEN,DAL,DEN,DAL,52f29fb2ddbd75540aba6df2,1985-11-07
HOU,LAC,HOU,LAC,52f29fb3ddbd75540aba6df3,1985-11-07
NJN,CHI,NJN,CHI,52f29fb3ddbd75540aba6df4,1985-11-07
NYK,MIL,MIL,NYK,52f29fb4ddbd75540aba6df5,1985-11-07
SAC,CLE,CLE,SAC,52f29fb4ddbd75540aba6df6,1985-11-07
UTA,LAL,LAL,UTA,52f29fb5ddbd75540aba6df7,1985-11-07
BOS,PHO,BOS,PHO,52f29fb5ddbd75540aba6df8,1985-11-08
GSW,ATL,GSW,ATL,52f29fb6ddbd75540aba6df9,1985-11-08
LAL,DEN,LAL,DEN,52f29fb6ddbd75540aba6dfa,1985-11-08
PHI,SAS,SAS,PHI,52f29fb6ddbd75540aba6dfb,1985-11-08
POR,SEA,POR,SEA,52f29fb7ddbd75540aba6dfc,1985-11-08
WSB,DET,DET,WSB,52f29fb7ddbd75540aba6dfd,1985-11-08
DAL,HOU,HOU,DAL,52f29fb8ddbd75540aba6dfe,1985-11-09
DET,BOS,BOS,DET,52f29fb8ddbd75540aba6dff,1985-11-09
IND,PHO,IND,PHO,52f29fb9ddbd75540aba6e00,1985-11-09
NJN,MIL,NJN,MIL,52f29fbaddbd75540aba6e02,1985-11-09
NYK,CHI,CHI,NYK,52f29fbaddbd75540aba6e03,1985-11-09
SAC,SEA,SAC,SEA,52f29fbbddbd75540aba6e04,1985-11-09
UTA,CLE,UTA,CLE,52f29fbbddbd75540aba6e05,1985-11-09
GSW,SAC,GSW,SAC,52f29fbcddbd75540aba6e06,1985-11-10
PHI,MIL,PHI,MIL,52f29fbcddbd75540aba6e07,1985-11-10
POR,CLE,POR,CLE,52f29fbdddbd75540aba6e08,1985-11-10
SAS,NJN,SAS,NJN,52f29fbdddbd75540aba6e09,1985-11-11
DET,WSB,DET,WSB,52f29fbeddbd75540aba6e0b,1985-11-12
CLE,GSW,GSW,CLE,52f29fcfddbd75540aba6e30,1985-11-19
DEN,SEA,SEA,DEN,52f29ff2ddbd75540aba6e77,1985-11-30
GSW,UTA,UTA,GSW,52f29ff2ddbd75540aba6e78,1985-11-30
DET,NJN,DET,NJN,52f29fffddbd75540aba6e92,1985-12-05
GSW,PHO,PHO,GSW,52f2a00fddbd75540aba6eb4,1985-12-11
IND,SAS,IND,SAS,52f2a00fddbd75540aba6eb5,1985-12-11
PHI,CLE,PHI,CLE,52f2a010ddbd75540aba6eb6,1985-12-11
UTA,POR,UTA,POR,52f2a010ddbd75540aba6eb7,1985-12-11
CHI,PHI,CHI,PHI,52f2a011ddbd75540aba6eb8,1985-12-12
HOU,DAL,HOU,DAL,52f2a011ddbd75540aba6eb9,1985-12-12
LAL,PHO,LAL,PHO,52f2a012ddbd75540aba6eba,1985-12-12
NYK,NJN,NJN,NYK,52f2a012ddbd75540aba6ebb,1985-12-12
WSB,MIL,WSB,MIL,52f2a013ddbd75540aba6ebc,1985-12-12
DEN,LAL,DEN,LAL,52f2a013ddbd75540aba6ebd,1985-12-13
DET,SAS,SAS,DET,52f2a014ddbd75540aba6ebe,1985-12-13
GSW,POR,POR,GSW,52f2a014ddbd75540aba6ebf,1985-12-13
IND,ATL,IND,ATL,52f2a014ddbd75540aba6ec0,1985-12-13
MIL,CLE,CLE,MIL,52f2a015ddbd75540aba6ec1,1985-12-13
SEA,LAC,SEA,LAC,52f2a015ddbd75540aba6ec2,1985-12-13
ATL,PHI,ATL,PHI,52f2a016ddbd75540aba6ec3,1985-12-14
CHI,SAC,SAC,CHI,52f2a016ddbd75540aba6ec4,1985-12-14
CLE,BOS,CLE,BOS,52f2a017ddbd75540aba6ec5,1985-12-14
NYK,CLE,CLE,NYK,52f2a024ddbd75540aba6ee1,1985-12-19
PHO,SAC,PHO,SAC,52f2a025ddbd75540aba6ee2,1985-12-19
SEA,DET,DET,SEA,52f2a025ddbd75540aba6ee3,1985-12-19
CLE,LAL,LAL,CLE,52f2a026ddbd75540aba6ee4,1985-12-20
IND,MIL,IND,MIL,52f2a026ddbd75540aba6ee5,1985-12-20
LAC,SAS,SAS,LAC,52f2a027ddbd75540aba6ee6,1985-12-20
NJN,HOU,NJN,HOU,52f2a027ddbd75540aba6ee7,1985-12-20
PHI,UTA,PHI,UTA,52f2a028ddbd75540aba6ee8,1985-12-20
ATL,HOU,ATL,HOU,52f2a028ddbd75540aba6ee9,1985-12-21
CHI,UTA,CHI,UTA,52f2a028ddbd75540aba6eea,1985-12-21
DEN,SAS,SAS,DEN,52f2a029ddbd75540aba6eeb,1985-12-21
IND,NJN,NJN,IND,52f2a029ddbd75540aba6eec,1985-12-21
MIL,DAL,MIL,DAL,52f2a02addbd75540aba6eed,1985-12-21
NYK,DET,NYK,DET,52f2a02addbd75540aba6eee,1985-12-21
PHI,BOS,PHI,BOS,52f2a02bddbd75540aba6eef,1985-12-21
PHO,GSW,PHO,GSW,52f2a02bddbd75540aba6ef0,1985-12-21
SAC,LAC,LAC,SAC,52f2a02cddbd75540aba6ef1,1985-12-21
SEA,POR,POR,SEA,52f2a02cddbd75540aba6ef2,1985-12-21
WSB,LAL,LAL,WSB,52f2a02dddbd75540aba6ef3,1985-12-21
CLE,DAL,CLE,DAL,52f2a02dddbd75540aba6ef4,1985-12-22
POR,DEN,POR,DEN,52f2a02eddbd75540aba6ef5,1985-12-22
WSB,NYK,NYK,WSB,52f2a02eddbd75540aba6ef6,1985-12-22
NJN,CLE,NJN,CLE,52f2a02fddbd75540aba6ef7,1985-12-23
NYK,BOS,NYK,BOS,52f2a02fddbd75540aba6ef8,1985-12-25
POR,LAC,POR,LAC,52f2a030ddbd75540aba6ef9,1985-12-25
CHI,NYK,NYK,CHI,52f2a030ddbd75540aba6efa,1985-12-26
GSW,SAC,GSW,SAC,52f2a030ddbd75540aba6efb,1985-12-26
HOU,UTA,HOU,UTA,52f2a031ddbd75540aba6efc,1985-12-26
LAC,PHI,PHI,LAC,52f2a031ddbd75540aba6efd,1985-12-26
MIL,IND,MIL,IND,52f2a032ddbd75540aba6efe,1985-12-26
NJN,DET,NJN,DET,52f2a032ddbd75540aba6eff,1985-12-26
PHO,DAL,DAL,PHO,52f2a033ddbd75540aba6f00,1985-12-26
SAS,LAL,SAS,LAL,52f2a033ddbd75540aba6f01,1985-12-26
DAL,POR,POR,DAL,52f2a034ddbd75540aba6f02,1985-12-27
DET,CLE,CLE,DET,52f2a034ddbd75540aba6f03,1985-12-27
SEA,GSW,SEA,GSW,52f2a035ddbd75540aba6f04,1985-12-27
WSB,ATL,WSB,ATL,52f2a035ddbd75540aba6f05,1985-12-27
CHI,IND,CHI,IND,52f2a036ddbd75540aba6f06,1985-12-28
CLE,MIL,MIL,CLE,52f2a036ddbd75540aba6f07,1985-12-28
HOU,POR,HOU,POR,52f2a037ddbd75540aba6f08,1985-12-28
NJN,WSB,WSB,NJN,52f2a037ddbd75540aba6f09,1985-12-28
NYK,ATL,ATL,NYK,52f2a038ddbd75540aba6f0a,1985-12-28
PHO,PHI,PHI,PHO,52f2a038ddbd75540aba6f0b,1985-12-28
SAC,LAL,LAL,SAC,52f2a039ddbd75540aba6f0c,1985-12-28
SAS,DEN,SAS,DEN,52f2a039ddbd75540aba6f0d,1985-12-28
SEA,LAC,LAC,SEA,52f2a03addbd75540aba6f0e,1985-12-28
UTA,BOS,BOS,UTA,52f2a03addbd75540aba6f0f,1985-12-28
LAL,GSW,GSW,LAL,52f2a03bddbd75540aba6f10,1985-12-29
CLE,CHI,CHI,CLE,52f2a03bddbd75540aba6f11,1985-12-30
DEN,HOU,DEN,HOU,52f2a03cddbd75540aba6f12,1985-12-30
LAC,BOS,BOS,LAC,52f2a03cddbd75540aba6f13,1985-12-30
MIL,DET,MIL,DET,52f2a03dddbd75540aba6f14,1985-12-30
NJN,NYK,NJN,NYK,52f2a03dddbd75540aba6f15,1985-12-30
POR,SAS,POR,SAS,52f2a03eddbd75540aba6f16,1985-12-30
WSB,IND,IND,WSB,52f2a03fddbd75540aba6f19,1985-12-30
POR,PHI,PHI,POR,52f2a03fddbd75540aba6f1a,1986-01-01
CHI,DET,CHI,DET,52f2a040ddbd75540aba6f1b,1986-01-02
GSW,HOU,HOU,GSW,52f2a040ddbd75540aba6f1c,1986-01-02
IND,BOS,BOS,IND,52f2a041ddbd75540aba6f1d,1986-01-02
NYK,WSB,WSB,NYK,52f2a041ddbd75540aba6f1e,1986-01-02
SAC,SAS,SAC,SAS,52f2a042ddbd75540aba6f1f,1986-01-02
ATL,DET,ATL,DET,52f2a042ddbd75540aba6f20,1986-01-03
BOS,NJN,BOS,NJN,52f2a043ddbd75540aba6f21,1986-01-03
CLE,LAC,CLE,LAC,52f2a043ddbd75540aba6f22,1986-01-03
LAL,UTA,LAL,UTA,52f2a044ddbd75540aba6f23,1986-01-03
POR,PHO,POR,PHO,52f2a044ddbd75540aba6f24,1986-01-03
SEA,DEN,SEA,DEN,52f2a044ddbd75540aba6f25,1986-01-03
WSB,MIL,MIL,WSB,52f2a045ddbd75540aba6f26,1986-01-03
CHI,ATL,ATL,CHI,52f2a045ddbd75540aba6f27,1986-01-04
DAL,UTA,DAL,UTA,52f2a046ddbd75540aba6f28,1986-01-04
GSW,SAS,SAS,GSW,52f2a046ddbd75540aba6f29,1986-01-04
HOU,PHI,HOU,PHI,52f2a047ddbd75540aba6f2a,1986-01-04
IND,LAC,IND,LAC,52f2a047ddbd75540aba6f2b,1986-01-04
MIL,NYK,MIL,NYK,52f2a048ddbd75540aba6f2c,1986-01-04
NJN,CLE,NJN,CLE,52f2a048ddbd75540aba6f2d,1986-01-04
SAC,DEN,SAC,DEN,52f2a049ddbd75540aba6f2e,1986-01-04
LAL,WSB,LAL,WSB,52f2a049ddbd75540aba6f2f,1986-01-05
CHI,LAC,CHI,LAC,52f2a059ddbd75540aba6f4d,1986-01-11
CLE,SAC,CLE,SAC,52f2a059ddbd75540aba6f4e,1986-01-11
DAL,GSW,DAL,GSW,52f2a05addbd75540aba6f4f,1986-01-11
DEN,UTA,DEN,UTA,52f2a05addbd75540aba6f50,1986-01-11
DET,PHI,PHI,DET,52f2a05bddbd75540aba6f51,1986-01-11
HOU,WSB,HOU,WSB,52f2a05bddbd75540aba6f52,1986-01-11
NYK,POR,POR,NYK,52f2a05cddbd75540aba6f53,1986-01-11
PHO,IND,PHO,IND,52f2a05cddbd75540aba6f54,1986-01-11
SEA,LAL,SEA,LAL,52f2a05dddbd75540aba6f55,1986-01-11
SAS,UTA,UTA,SAS,52f2a05dddbd75540aba6f56,1986-01-12
GSW,IND,GSW,IND,52f2a05dddbd75540aba6f57,1986-01-13
MIL,DEN,DEN,MIL,52f2a05eddbd75540aba6f58,1986-01-13
NYK,SAC,NYK,SAC,52f2a05eddbd75540aba6f59,1986-01-13
PHO,SAS,PHO,SAS,52f2a05fddbd75540aba6f5a,1986-01-13
SEA,DAL,DAL,SEA,52f2a05fddbd75540aba6f5b,1986-01-13
WSB,LAC,WSB,LAC,52f2a060ddbd75540aba6f5c,1986-01-13
ATL,SAC,ATL,SAC,52f2a060ddbd75540aba6f5d,1986-01-14
CHI,WSB,WSB,CHI,52f2a061ddbd75540aba6f5e,1986-01-14
CLE,POR,POR,CLE,52f2a061ddbd75540aba6f5f,1986-01-14
HOU,UTA,UTA,HOU,52f2a062ddbd75540aba6f60,1986-01-14
LAL,PHO,LAL,PHO,52f2a062ddbd75540aba6f61,1986-01-14
NJN,PHI,PHI,NJN,52f2a063ddbd75540aba6f62,1986-01-14
DAL,NYK,NYK,DAL,52f2a064ddbd75540aba6f64,1986-01-15
DET,CHI,DET,CHI,52f2a064ddbd75540aba6f65,1986-01-15
GSW,UTA,GSW,UTA,52f2a065ddbd75540aba6f66,1986-01-15
IND,POR,POR,IND,52f2a065ddbd75540aba6f67,1986-01-15
LAC,SEA,LAC,SEA,52f2a065ddbd75540aba6f68,1986-01-15
PHI,NJN,NJN,PHI,52f2a066ddbd75540aba6f69,1986-01-15
PHO,MIL,MIL,PHO,52f29fe0ddbd75540aba6e53,1985-11-24
POR,HOU,POR,HOU,52f29fe1ddbd75540aba6e54,1985-11-24
SAC,NJN,NJN,SAC,52f29fe1ddbd75540aba6e55,1985-11-24
SEA,DEN,SEA,DEN,52f29fe2ddbd75540aba6e56,1985-11-24
WSB,CHI,WSB,CHI,52f29fe2ddbd75540aba6e57,1985-11-24
IND,UTA,UTA,IND,52f29fe3ddbd75540aba6e58,1985-11-25
ATL,NYK,ATL,NYK,52f29fe3ddbd75540aba6e59,1985-11-26
DAL,WSB,DAL,WSB,52f29fe4ddbd75540aba6e5a,1985-11-26
DEN,CHI,CHI,DEN,52f29fe4ddbd75540aba6e5b,1985-11-26
DET,CLE,DET,CLE,52f29fe5ddbd75540aba6e5c,1985-11-26
HOU,GSW,HOU,GSW,52f29fe5ddbd75540aba6e5d,1985-11-26
PHI,BOS,BOS,PHI,52f29fe6ddbd75540aba6e5e,1985-11-26
SAC,PHO,SAC,PHO,52f29fe6ddbd75540aba6e5f,1985-11-26
SEA,LAC,SEA,LAC,52f29fe7ddbd75540aba6e60,1985-11-26
BOS,DET,BOS,DET,52f29fe7ddbd75540aba6e61,1985-11-27
GSW,DEN,GSW,DEN,52f29fe8ddbd75540aba6e62,1985-11-27
IND,NYK,NYK,IND,52f29fe8ddbd75540aba6e63,1985-11-27
LAC,HOU,HOU,LAC,52f29fe9ddbd75540aba6e64,1985-11-27
MIL,ATL,MIL,ATL,52f29fe9ddbd75540aba6e65,1985-11-27
NJN,PHI,PHI,NJN,52f29feaddbd75540aba6e66,1985-11-27
PHO,POR,POR,PHO,52f29feaddbd75540aba6e67,1985-11-27
SAS,WSB,SAS,WSB,52f29febddbd75540aba6e68,1985-11-27
UTA,CHI,UTA,CHI,52f29febddbd75540aba6e69,1985-11-27
BOS,NYK,BOS,NYK,52f29fecddbd75540aba6e6a,1985-11-29
DAL,SAC,DAL,SAC,52f29fecddbd75540aba6e6b,1985-11-29
DET,MIL,DET,MIL,52f29fedddbd75540aba6e6c,1985-11-29
IND,PHI,PHI,IND,52f29fedddbd75540aba6e6d,1985-11-29
LAL,SEA,LAL,SEA,52f29feeddbd75540aba6e6e,1985-11-29
NJN,ATL,NJN,ATL,52f29feeddbd75540aba6e6f,1985-11-29
PHO,HOU,PHO,HOU,52f29fefddbd75540aba6e70,1985-11-29
POR,CHI,POR,CHI,52f29fefddbd75540aba6e71,1985-11-29
SAS,LAC,SAS,LAC,52f29ff0ddbd75540aba6e72,1985-11-29
UTA,DEN,DEN,UTA,52f29ff0ddbd75540aba6e73,1985-11-29
ATL,BOS,BOS,ATL,52f29ff1ddbd75540aba6e74,1985-11-30
CLE,NJN,CLE,NJN,52f29ff1ddbd75540aba6e75,1985-11-30
DAL,LAC,DAL,LAC,52f29ff1ddbd75540aba6e76,1985-11-30
HOU,SAC,HOU,SAC,52f29ff3ddbd75540aba6e79,1985-11-30
MIL,IND,MIL,IND,52f29ff3ddbd75540aba6e7a,1985-11-30
NYK,PHI,PHI,NYK,52f29ff4ddbd75540aba6e7b,1985-11-30
WSB,DET,WSB,DET,52f29ff5ddbd75540aba6e7c,1985-11-30
LAL,CHI,LAL,CHI,52f29ff5ddbd75540aba6e7d,1985-12-01
POR,SAS,SAS,POR,52f29ff5ddbd75540aba6e7e,1985-12-01
UTA,GSW,UTA,GSW,52f29ff6ddbd75540aba6e7f,1985-12-02
CLE,IND,IND,CLE,52f29ff6ddbd75540aba6e80,1985-12-03
DET,PHI,PHI,DET,52f29ff7ddbd75540aba6e81,1985-12-03
GSW,DAL,DAL,GSW,52f29ff7ddbd75540aba6e82,1985-12-03
HOU,PHO,HOU,PHO,52f29ff8ddbd75540aba6e83,1985-12-03
MIL,BOS,BOS,MIL,52f29ff8ddbd75540aba6e84,1985-12-03
SAS,HOU,HOU,SAS,52f2a066ddbd75540aba6f6a,1986-01-15
ATL,CLE,ATL,CLE,52f2a067ddbd75540aba6f6b,1986-01-16
LAL,LAC,LAL,LAC,52f2a067ddbd75540aba6f6c,1986-01-16
MIL,WSB,MIL,WSB,52f2a068ddbd75540aba6f6d,1986-01-16
CHI,PHI,PHI,CHI,52f2a068ddbd75540aba6f6e,1986-01-17
DET,DEN,DET,DEN,52f2a069ddbd75540aba6f6f,1986-01-17
GSW,SAC,SAC,GSW,52f2a069ddbd75540aba6f70,1986-01-17
IND,BOS,BOS,IND,52f2a06addbd75540aba6f71,1986-01-17
PHO,SEA,PHO,SEA,52f2a06addbd75540aba6f72,1986-01-17
SAS,NYK,SAS,NYK,52f2a06addbd75540aba6f73,1986-01-17
